symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,best_threshold,trades,hit_rate,avg_net_ret_per_bar,avg_net_ret_per_trade,total_net_return,sharpe_like,deflated_sharpe,sortino_like,cost_roundtrip,r2,mae_bps,rmse_bps,mape_pct
BTCUSDT,4h,120 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],38.0,3,,0.9728627316722793,,2.918588195016838,0.025180413891844916,0.26600375343366855,0.06419841381602656,0.0023,-0.14489730676767532,64.32273802690469,85.78518857965139,230.64337440786394
