symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,best_threshold,trades,hit_rate,avg_net_ret_per_bar,avg_net_ret_per_trade,total_net_return,sharpe_like,sortino_like,cost_roundtrip,r2,mae_bps,mape_pct,log_loss,price_track_path
BTCUSDT,1d,365 days ago UTC,16,gru_lstm,303,time,0.2,,direction,0.0,0.5,0.5106382978723404,0.7741935483870968,0.6153846153846154,0.45161290322580644,"[[6, 23], [7, 24]]",0.735,7,0.5714285714285714,0.0003004106074777099,0.0025749480640946563,0.017919651629128897,1.924724643058353,1.2198804340295906,0.0023,,,,0.7672832626802724,predictions/PRICE_365_days_ago_UTC_BTCUSDT_1d_gru_lstm_20251016_213010.csv
BTCUSDT,1d,365 days ago UTC,16,hybrid_transformer,303,time,0.2,,direction,0.0,0.5833333333333334,0.6363636363636364,0.45161290322580644,0.5283018867924528,0.5239154616240267,"[[21, 8], [17, 14]]",0.655,3,1.0,0.000412909788892289,0.00825819577784578,0.02492788539858215,3.5138216974285728,,0.0023,,,,0.6972582872982368,predictions/PRICE_365_days_ago_UTC_BTCUSDT_1d_hybrid_transformer_20251016_213017.csv
BTCUSDT,1d,365 days ago UTC,16,voting_soft,318,time,0.2,,direction,0.0,0.5873015873015873,0.5945945945945946,0.6666666666666666,0.6285714285714286,0.6414141414141414,"[[15, 15], [11, 22]]",0.545,27,0.6666666666666666,0.001705483894753806,0.003979462421092214,0.11099719782189932,3.9441336752255336,0.6653535874015617,0.0023,,,,0.6636137643120908,predictions/PRICE_365_days_ago_UTC_BTCUSDT_1d_voting_soft_20251016_213023.csv
BTCUSDT,1d,365 days ago UTC,16,stacking,318,time,0.2,,direction,0.0,0.4126984126984127,0.4375,0.42424242424242425,0.4307692307692308,0.3595959595959595,"[[12, 18], [19, 14]]",0.56,0,,0.0,,0.0,,,0.0023,,,,0.7096396001976576,predictions/PRICE_365_days_ago_UTC_BTCUSDT_1d_stacking_20251016_213041.csv
BTCUSDT,4h,720 days ago UTC,16,logreg,4273,time,0.2,,direction,0.0,0.4964871194379391,0.4964871194379391,1.0,0.6635367762128326,0.5255813953488373,"[[0, 430], [0, 424]]",0.52,0,,0.0,,0.0,,,0.0023,,,,0.6941419752197745,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_logreg_20251016_213101.csv
BTCUSDT,4h,720 days ago UTC,16,sgdlog,4273,time,0.2,,direction,0.0,0.4964871194379391,0.4964871194379391,1.0,0.6635367762128326,0.5316915313734094,"[[0, 430], [0, 424]]",0.525,0,,0.0,,0.0,,,0.0023,,,,0.6938539584215799,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_sgdlog_20251016_213108.csv
BTCUSDT,4h,720 days ago UTC,16,rf,4273,time,0.2,,direction,0.0,0.5128805620608899,0.5085106382978724,0.5636792452830188,0.5346756152125279,0.5138437911364634,"[[199, 231], [185, 239]]",0.685,0,,0.0,,0.0,,,0.0023,,,,0.7045868900110549,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_rf_20251016_213115.csv
BTCUSDT,4h,720 days ago UTC,16,hgb,4273,time,0.2,,direction,0.0,0.4859484777517564,0.4821852731591449,0.47877358490566035,0.4804733727810651,0.5000603334795963,"[[212, 218], [221, 203]]",0.8,11,0.2727272727272727,3.538071473721418e-08,2.74683003505281e-06,-0.00018398487375870243,0.00233147515975351,0.0009928702069646347,0.0023,,,,0.7439170435354661,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_hgb_20251016_213122.csv
BTCUSDT,4h,720 days ago UTC,16,linsvc,4273,time,0.2,,direction,0.0,0.4964871194379391,0.4964871194379391,1.0,0.6635367762128326,0.46865127248793326,"[[0, 430], [0, 424]]",0.52,0,,0.0,,0.0,,,0.0023,,,,0.694078340922322,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_linsvc_20251016_213129.csv
BTCUSDT,4h,720 days ago UTC,16,bilstm,4258,time,0.2,,direction,0.0,0.4994124559341951,0.49764150943396224,1.0,0.6645669291338583,0.4839425976866735,"[[3, 426], [0, 422]]",0.73,2,0.5,2.859912867969923e-06,0.0012168929253212023,0.002390315784172037,0.4049283647463407,12168929253.212023,0.0023,,,,0.7226636185928557,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_bilstm_20251016_213147.csv
BTCUSDT,4h,720 days ago UTC,16,gru_lstm,4258,time,0.2,,direction,0.0,0.49588719153936545,0.49588719153936545,1.0,0.6630007855459544,0.4956556082148499,"[[0, 429], [0, 422]]",0.53,0,,0.0,,0.0,,,0.0023,,,,0.6935266832764528,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_gru_lstm_20251016_213215.csv
BTCUSDT,4h,720 days ago UTC,16,hybrid_transformer,4258,time,0.2,,direction,0.0,0.4982373678025852,0.49572649572649574,0.6872037914691943,0.5759682224428997,0.499072018029364,"[[134, 295], [132, 290]]",0.84,0,,0.0,,0.0,,,0.0023,,,,0.707366134020362,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_hybrid_transformer_20251016_213235.csv
BTCUSDT,4h,720 days ago UTC,16,voting_soft,4273,time,0.2,,direction,0.0,0.5234192037470726,0.5198135198135199,0.5259433962264151,0.5228604923798359,0.5191586222027205,"[[224, 206], [201, 223]]",0.68,0,,0.0,,0.0,,,0.0023,,,,0.6995401478089321,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_voting_soft_20251016_213245.csv
BTCUSDT,4h,720 days ago UTC,16,stacking,4273,time,0.2,,direction,0.0,0.4964871194379391,0.4964871194379391,1.0,0.6635367762128326,0.4883227292672224,"[[0, 430], [0, 424]]",0.53,0,,0.0,,0.0,,,0.0023,,,,0.694020347848427,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_stacking_20251016_213306.csv
BTCUSDT,4h,720 days ago UTC,16,metalabel,4273,time,0.2,,direction,0.0,0.4894613583138173,0.4842105263157895,0.4339622641509434,0.4577114427860697,0.5000603334795963,"[[234, 196], [240, 184]]",0.87,0,,0.0,,0.0,,,0.0023,,,,0.8499788255212203,predictions/PRICE_720_days_ago_UTC_BTCUSDT_4h_metalabel_20251016_213313.csv
BTCUSDT,8h,720 days ago UTC,16,logreg,2113,time,0.2,,direction,0.0,0.5260663507109005,0.5260663507109005,1.0,0.6894409937888198,0.5009234234234234,"[[0, 200], [0, 222]]",0.525,0,,0.0,,0.0,,,0.0023,,,,0.6918098968963708,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_logreg_20251016_213319.csv
BTCUSDT,8h,720 days ago UTC,16,sgdlog,2113,time,0.2,,direction,0.0,0.466824644549763,0.45454545454545453,0.06756756756756757,0.11764705882352941,0.5122747747747748,"[[182, 18], [207, 15]]",0.505,0,,0.0,,0.0,,,0.0023,,,,0.6944330387546477,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_sgdlog_20251016_213330.csv
BTCUSDT,8h,720 days ago UTC,16,rf,2113,time,0.2,,direction,0.0,0.48578199052132703,0.5149700598802395,0.38738738738738737,0.442159383033419,0.49766891891891885,"[[119, 81], [136, 86]]",0.705,0,,0.0,,0.0,,,0.0023,,,,0.7079451895393799,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_rf_20251016_213336.csv
BTCUSDT,8h,720 days ago UTC,16,hgb,2113,time,0.2,,direction,0.0,0.46919431279620855,0.4950980392156863,0.45495495495495497,0.47417840375586856,0.4817342342342342,"[[97, 103], [121, 101]]",0.9,4,0.0,-7.725894912297115e-05,-0.008150819132473456,-0.032274427600735955,-2.6225378103250567,-1.3934619216394215,0.0023,,,,0.8141272274302971,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_hgb_20251016_213342.csv
BTCUSDT,8h,720 days ago UTC,16,linsvc,2113,time,0.2,,direction,0.0,0.47393364928909953,0.0,0.0,0.0,0.468536036036036,"[[200, 0], [222, 0]]",0.5,0,,0.0,,0.0,,,0.0023,,,,0.695312359040038,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_linsvc_20251016_213347.csv
BTCUSDT,8h,720 days ago UTC,16,bilstm,2098,time,0.2,,direction,0.0,0.4892601431980907,0.5255474452554745,0.3257918552036199,0.4022346368715084,0.49424105306458255,"[[133, 65], [149, 72]]",0.565,34,0.47058823529411764,2.546361340241839e-05,0.0003138015886945096,0.007184849750539346,0.20500440385999394,0.03847631876745737,0.0023,,,,0.7074857028425608,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_bilstm_20251016_213359.csv
BTCUSDT,8h,720 days ago UTC,16,gru_lstm,2098,time,0.2,,direction,0.0,0.48448687350835323,0.6666666666666666,0.04524886877828054,0.0847457627118644,0.530600118835413,"[[193, 5], [211, 10]]",0.505,6,0.8333333333333334,2.5618849719151386e-05,0.001789049672054072,0.010608384901251489,0.9098030585484234,17890496720.540718,0.0023,,,,0.6939777251809154,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_gru_lstm_20251016_213419.csv
BTCUSDT,8h,720 days ago UTC,16,hybrid_transformer,2098,time,0.2,,direction,0.0,0.5178997613365155,0.5492227979274611,0.4796380090497738,0.5120772946859904,0.5343480049362402,"[[111, 87], [115, 106]]",0.705,4,0.75,7.45129499508384e-05,0.0078052315073503225,0.03068753066513108,1.1212661692101322,78052315073.50319,0.0023,,,,0.7187343779794855,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_hybrid_transformer_20251016_213429.csv
BTCUSDT,8h,720 days ago UTC,16,voting_soft,2113,time,0.2,,direction,0.0,0.46208530805687204,0.4864864864864865,0.40540540540540543,0.44226044226044225,0.47324324324324324,"[[105, 95], [132, 90]]",0.675,2,0.5,2.212433541520377e-05,0.004668234772607995,0.009284559460114972,1.087547405497028,46682347726.07995,0.0023,,,,0.714544922847732,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_voting_soft_20251016_213441.csv
BTCUSDT,8h,720 days ago UTC,16,stacking,2113,time,0.2,,direction,0.0,0.5118483412322274,0.5211640211640212,0.8873873873873874,0.6566666666666666,0.4884684684684685,"[[19, 181], [25, 197]]",0.62,0,,0.0,,0.0,,,0.0023,,,,0.6958621966767002,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_stacking_20251016_213458.csv
BTCUSDT,8h,720 days ago UTC,16,metalabel,2113,time,0.2,,direction,0.0,0.46919431279620855,0.49504950495049505,0.45045045045045046,0.4716981132075472,0.4817342342342342,"[[98, 102], [122, 100]]",0.895,4,0.0,-7.725894912297115e-05,-0.008150819132473456,-0.032274427600735955,-2.6225378103250567,-1.3934619216394215,0.0023,,,,0.9584457194325554,predictions/PRICE_720_days_ago_UTC_BTCUSDT_8h_metalabel_20251016_213504.csv
BTCUSDT,1d,720 days ago UTC,16,logreg,673,time,0.2,,direction,0.0,0.5298507462686567,0.5298507462686567,1.0,0.6926829268292682,0.580147551978538,"[[0, 63], [0, 71]]",0.52,0,,0.0,,0.0,,,0.0023,,,,0.691576023038696,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_logreg_20251016_213515.csv
BTCUSDT,1d,720 days ago UTC,16,sgdlog,673,time,0.2,,direction,0.0,0.4701492537313433,0.0,0.0,0.0,0.4039794321484462,"[[63, 0], [71, 0]]",0.5,0,,0.0,,0.0,,,0.0023,,,,0.7123419770934629,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_sgdlog_20251016_213521.csv
BTCUSDT,1d,720 days ago UTC,16,rf,673,time,0.2,,direction,0.0,0.5298507462686567,0.8333333333333334,0.14084507042253522,0.24096385542168675,0.5754527162977867,"[[61, 2], [61, 10]]",0.5,12,0.75,0.000619662743583643,0.006919567303350682,0.08545495566066541,3.0253822163344575,0.978133870886884,0.0023,,,,0.7219572877546822,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_rf_20251016_213526.csv
BTCUSDT,1d,720 days ago UTC,16,hgb,673,time,0.2,,direction,0.0,0.5149253731343284,0.59375,0.2676056338028169,0.36893203883495146,0.5638274088978315,"[[50, 13], [52, 19]]",0.585,24,0.5833333333333334,0.0008235413381254266,0.004598105804533632,0.1113497370074581,1.8592649237173786,0.35215001287698194,0.0023,,,,1.0894972471888311,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_hgb_20251016_213531.csv
BTCUSDT,1d,720 days ago UTC,16,linsvc,673,time,0.2,,direction,0.0,0.4701492537313433,0.0,0.0,0.0,0.41694612117147334,"[[63, 0], [71, 0]]",0.5,0,,0.0,,0.0,,,0.0023,,,,0.7123412314939412,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_linsvc_20251016_213537.csv
BTCUSDT,1d,720 days ago UTC,16,bilstm,658,time,0.2,,direction,0.0,0.5114503816793893,0.5609756097560976,0.3333333333333333,0.41818181818181815,0.5121552127162226,"[[44, 18], [46, 23]]",0.75,2,1.0,0.00035170893219165655,0.023036935058553504,0.04641807179180346,2.034387838424742,,0.0023,,,,0.7456762357426303,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_bilstm_20251016_213545.csv
BTCUSDT,1d,720 days ago UTC,16,gru_lstm,658,time,0.2,,direction,0.0,0.5267175572519084,0.574468085106383,0.391304347826087,0.46551724137931033,0.5698924731182795,"[[42, 20], [42, 27]]",0.73,0,,0.0,,0.0,,,0.0023,,,,0.7033924061041456,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_gru_lstm_20251016_213555.csv
BTCUSDT,1d,720 days ago UTC,16,hybrid_transformer,658,time,0.2,,direction,0.0,0.46564885496183206,0.49019607843137253,0.36231884057971014,0.4166666666666667,0.47685834502103785,"[[36, 26], [44, 25]]",0.705,5,0.6,0.00020811749022473332,0.005452678243888012,0.02689625521284289,1.1815758793393414,6.9376349621727655,0.0023,,,,0.7364112006134015,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_hybrid_transformer_20251016_213603.csv
BTCUSDT,1d,720 days ago UTC,16,voting_soft,673,time,0.2,,direction,0.0,0.5223880597014925,0.6,0.29577464788732394,0.39622641509433965,0.5770176615247038,"[[49, 14], [50, 21]]",0.54,24,0.625,0.000927124162975106,0.005176443243277676,0.12874577632344875,2.5940895874070535,0.5492038643254966,0.0023,,,,0.7224292770241262,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_voting_soft_20251016_213609.csv
BTCUSDT,1d,720 days ago UTC,16,stacking,673,time,0.2,,direction,0.0,0.5223880597014925,0.5284552845528455,0.9154929577464789,0.6701030927835051,0.488933601609658,"[[5, 58], [6, 65]]",0.575,16,0.4375,0.0004014613541638705,0.0033622388411224157,0.053246194754285714,1.4181589221184983,0.6939870434630988,0.0023,,,,0.6938663497075022,predictions/PRICE_720_days_ago_UTC_BTCUSDT_1d_stacking_20251016_213629.csv
